Plot ,Range ,Column ,LeafLength1,Leafwidht1,LeafLength2,Leafwidht2,EarHeight1,FlafLeafH1,TasselTopHeight1,EarHeight2,FlafLeafH2,TasselTopHeight2,HighestPoint1,HighestPoint2,,,Notes: If the column you are filling in is empty on the physical sheet,, put: N/A,, if you cannot read the number that is written,, put: XXX and use the pink highlighter to mark it on the paper.,,,,,,,Highest point was measured only when 1) tassel top was not the highest point or 2) tassel top couldn't be seen clearly.
1250,6,32,79.5,8.4,84,7.2,100,180,223,90,172,212,,,,,,,,,,
1251,6,32,69.2,7.7,70.8,7,62,138,179,60,130,169,,,,,,,,,,
1252,6,34,72.6,7.1,62.5,7.1,63,150,186,62,139,170,,,,,,,,,,
1253,6,35,81,9,78.4,8.8,81,162,210,100,161,203,,,,,,,,,,
1254,6,36,N/A,N/A,N/A,N/A,60,161,210,100,160,203,,,,,,,,,,
1255,6,37,70,5.1,73,4.9,50,139,175,51,135,165,,,,,,,,,,
1256,6,38,N/A,N/A,N/A,N/A,50,141,180,50,140,170,,,,,,,,,,
1257,6,39,N/A,N/A,N/A,N/A,49,130,169,39,129,166,,,,,,,,,,
1258,6,40,84,5.2,90.5,7.5,80,135,167,90,140,180,,,,,,,,,,
1259,6,41,78.3,8.8,76,9.4,42,130,174,86,110,159,,,,,,,,,,
1260,6,42,86.1,8.4,81,7.8,81,150,182,90,161,199,,,,,,,,,,
1261,6,43,69,8.2,65.5,8.4,42,122,156,40,111,140,,,,,,,,,,
1262,6,44,81.2,7.7,78,7.9,63,150,190,72,141,182,,,,,,,,,,
1263,6,45,N/A,N/A,N/A,N/A,84,149,193,80,139,180,,,,,,,,,,
1264,6,46,N/A,N/A,N/A,N/A,40,120,160,41,130,165,,,,,,,,,,
1265,6,47,60,7.7,53,7.7,45,100,155,46,99,135,,,,,,,,,,
1266,6,48,64,6.4,62,8,55,104,124,44,102,134,,,,,,,,,,
1267,6,49,66,7.5,63,7.3,40,132,140,56,119,147,,,,,,,,,,
1268,6,50,73.6,7.7,76,7.7,59,132,167,59,130,164,,,,,,,,,,
1269,6,51,80,8.7,74,9,54,130,180,57,132,178,,,,,,,,,,
1270,6,52,66,9,68.5,8.7,49,125,158,50,121,152,,,,,,,,,,
1271,6,53,N/A,N/A,N/A,N/A,61,139,180,60,130,176,,,,,,,,,,
1272,6,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,
1273,6,55,N/A,N/A,N/A,N/A,69,139,180,60,130,175,,,,,,,,,,
1274,6,56,69.2,7.9,44.4,7.9,70,136,169,76,134,165,,,,,,,,,,
1275,6,57,91.5,6.6,94,6.7,70,135,170,75,131,173,,,,,,,,,,
1276,7,3,82.4,7.7,84,7.8,92,165,180,82,173,222,,,,,,,,,,
1277,7,4,76,7.7,79,7,82,171,210,90,173,209,,,,,,,,,,
1278,7,5,63.2,8.5,68.5,8.4,50,156,190,55,148,190,,,,,,,,,,
1279,7,6,74,7.5,74.5,7.4,90,135,130,90,130,170,,,,,,,,,,
1280,7,7,78.6,9.5,74,8,50,141,178,43,124,165,,,,,,,,,,
1281,7,8,62.6,8,58.7,8,79,151,196,80,140,182,,,,,,,,,,
1282,7,9,76.2,7,76.8,7.1,85,159,191,83,155,194,,,,,,,,,,
1283,7,10,71.8,5.1,70.3,6.1,61,150,178,62,144,175,,,,,,,,,,
1284,7,11,67.7,8.7,66.1,6.8,33,127,171,30,140,185,,,,,,,,,,
1285,7,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,153,160,,,,,,,,
1286,7,13,64,7.5,63,N/A,52,127,165,52,140,180,,,,,,,,,,
1287,7,14,65.5,7.7,60,6,65,112,148,50,128,162,,,,,,,,,,
1288,7,15,47.1,4.6,49.5,5.5,31,101,128,29,N/A,100,,,,,,,,,,
1289,7,16,70,7,74,7,53,120,150,50,122,150,,,,,,,,,,
1290,7,17,61,8.4,65.5,8.7,43,130,170,40,136,175,,,,,,,,,,
1291,7,18,N/A,N/A,N/A,N/A,42,132,169,33,145,169,,,,,,,,,,
1292,7,19,78.5,9.7,76.7,9,49,124,160,50,111,147,,,,,,,,,,
